SMILES,IZ
Cc1ccc(-c2cn(CC3=C(Cl)c4cccc(C)c4OCC3)nn2)cc1,15
Nc1ccc(-c2nc3ccccc3c(=O)n2C(=O)CCC(N)C(=O)O)cc1,16
CCOc1ccccc1/C=N\NC(=O)c1ccncc1,14
CC(=O)N(C(C)=O)c1nc(-c2nnc(S)n2-c2ccc(Cl)cc2)cs1,8
CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(OC/C=C\COc2cccc(C3NC(=S)NC(C)=C3C(=O)OCC)c2)c1,18
COc1c(C(=O)O)c(O)cc2occc12,8
Cc1ccc2nc(Sc3cc([N+](=O)[O-])ccc3C(=O)O)n(-c3ccccc3)c(=O)c2c1,8
CC(=O)OCn1nnn(-c2ccccc2)c1=S,0
CCOC(=O)C1C(c2ccc(Cl)cc2)N(N=O)C(c2ccc(Cl)cc2)C(C(=O)OCC)S1(=O)=O,12
O=C1/C(=N/Nc2cccc(Cl)c2)CCCc2ccccc21,0
O=C1c2ccccc2C(=O)N1OCCN1N=C2C(SC3=NC(c4ccccc4)(c4ccccc4)C(=O)N32)C1c1ccccc1,14
Cc1cc(OCc2nnc(-c3cc(-c4cc(F)c(Cl)cc4Cl)nc4ccccc34)o2)ccc1Cl,26
COc1ccc2nc3[nH]c(=S)[nH]c(=O)c3cc2c1,15
Cc1cc(C)cc(NC(=O)Nc2c(-c3ccc(F)cc3)nc3ccccc3c2O)c1,10
COc1cc(/C=C/c2nn(-c3ccccc3)c(/C=C/c3ccc(O)c(OC)c3)c2/N=N/c2ccc(S(=O)(=O)Nc3cc(C)on3)cc2)ccc1O,11
O=C1N/C(=N\c2ccccc2[N+](=O)[O-])S/C1=C\c1ccc(Cl)cc1,18
CCCCc1nc(Cl)c(-c2cc(-c3cn(S(=O)(=O)c4ccc(C)cc4)c4ccccc34)nc3c2C(=O)c2ccccc2-3)n1Cc1ccccc1,7
CCSc1ccc(OCc2nnc3sc(-c4ccccc4O)nn23)cc1,10
NS(=O)(=O)c1ccc(N2N=C(c3ccc(F)cc3)CC2c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,19.33
N=C1NC2NN(c3ccc(Cl)cc3)NC2C2CCCCC12,19
c1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3cccs3)C2)cc1,19
COc1cc2nc(Sc3cc([N+](=O)[O-])ccc3C(=O)O)n(-c3ccccc3)c(=O)c2cc1OC,8
S=c1[nH]nc(-c2cccc(-c3cccc(Cl)c3)c2)o1,14
N#Cc1ccc(Nc2nc(N3CCCC3)nc(N3CCCC3)n2)cn1,12
O=C(NOCc1ccccc1)c1ccc(Cl)cc1,14
CCOC(=O)C(O)(Cc1nc2sccn2c1[N+](=O)[O-])C(=O)OCC,9
N#Cc1c(-c2ccccc2)csc1NC(=O)c1c[nH]nc1N,6.6
O=C1C2C(NC3/C(=C/c4ccc(Cl)cc4)CCCC3C2c2ccc(Cl)cc2)NC2NNC([C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)N12,22
COc1ccc(/C=N/NC(=O)c2cc(Cl)c(Cl)[nH]2)cc1,20
O=C1C(Cl)C(c2ccc(Cl)cc2)N1c1ccc(-n2c(Cc3ccccc3Nc3c(Cl)cccc3Cl)nc3ccc(Br)cc3c2=O)cc1,8
CC1(C)CC(=O)C2=C(C1)NC1NC3NNC(c4ccc(Cl)cc4)N3C(=O)C1C2c1ccc([N+](=O)[O-])cc1,17
COc1c(C(=O)O)c(O)c(S(=O)(=O)Cl)c2occc12,20
Cc1cc(=O)oc2cc(OCc3cn(CCCCN4C(=O)c5ccccc5C4=O)nn3)ccc12,14
CCOC(=O)c1sc(NC(=O)Nc2ccccc2)nc1C,13
Cc1cccnc1/N=C/c1cccc2ccccc12,18
COc1ccc(NS(=O)(=O)c2ccc(/N=C(/C=C(O)/C=C/c3ccc(O)c(OC)c3)\C=C\c3ccc(O)c(OC)c3)cc2)nn1,14
COc1ccc(NC(=S)Nc2ccc(-c3nc(Oc4cccc(C)c4)c4ccccc4n3)cc2)cc1,27
FC(F)(F)c1cc(N/N=C/C2CCCCC2)c2cccc(C(F)(F)F)c2n1,23
COc1cccc(-n2c(C)cn(C(=O)c3ccccc3OC)c2=S)c1,11
CC(=O)CSc1nc(NN)c2c(c1C#N)CCCC2,0
CCOC(=O)C1C(c2cccc([N+](=O)[O-])c2)N(N=O)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)S1(=O)=O,15
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0
O=C(c1ccc(-n2c(-c3ccccc3)nc3ccccc3c2=O)cc1)N1NC(S)SC1c1ccc(Cl)c([N+](=O)[O-])c1,24
CN(C)C(O)COc1c(Br)c(Br)c(Br)c2c1OC(C)(C)C2,23
COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=S)NC2c2ccccc2)ccc1O,18
Fc1cc(F)c2nc(-c3ccc(-n4cncn4)cc3)n(Cc3cccc(Cl)c3)c2c1,22
COc1ccc(/C=C/C(=O)c2cc(Cl)c[nH]2)cc1OC,14
COc1ccc(-c2cc(C(=O)c3cccs3)c3c(=O)[nH]c(=S)[nH]c3n2)cc1,11
N#Cc1c(Cl)c(Cl)c(Nc2ccc(Nc3ccc(Cl)cc3)c3c(=O)[nH]cnc23)c(C#N)c1Cl,9.5
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccccc4)nc(N4CCN(C(C)C)CC4)n3)ccc12,18
Brc1ccc2oc(C3=Nc4ccccc4SC(c4cccc5ccccc45)C3)cc2c1,6
C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C/C=C1\C(=O)OCC1OC(=O)CN,4
Cn1c(NN)nc(-c2cccc(O)c2O)c(C#N)c1=O,12.92
CN(C)c1ncc(/C=C(\C#N)c2nc3ccccc3s2)cn1,32
Cc1nnc2n(c1=O)N=C(c1ccccc1)C2(C#N)P(=O)(c1ccccc1)c1ccccc1,18
Cc1nn2c(=O)c3c4c(sc3nc2s1)CCCC4,22
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(C)cc3)C2)cc1,17
Clc1ccc(OCc2cccc(COc3ccc(Cl)c4cccnc34)c2)c2ncccc12,6
NC(CCC(=O)n1c(-c2ccc(F)c(F)c2F)nc2ccccc2c1=O)C(=O)O,14.8
CN(C)/C=C(\C#N)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,14
COc1ccc(-c2nc(COc3cc(=O)oc4ccccc34)n[nH]2)cc1OC,10
O/N=C/c1n(Cc2ccccc2)cc[n+]1-c1ccc(F)cc1,15.9
O=C1C(Cl)C2(C(=O)Nc3c(Br)cc(Br)cc32)N1c1ccc([N+](=O)[O-])cc1,28
O=c1[nH]c2ccccc2nc1NN=C1CCCCC1,0
CCc1nnc2n1N=C1c3ccccc3CC1S2,16
N#Cc1c(-c2ccccc2)csc1NC(=O)c1cc2ccccc2[nH]c1=O,10
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)CSC5c5ccc(F)cc5)cc4)nc(N(C)C)n3)ccc12,22
CC(=O)OC[C@H]1O[C@@H](Sc2nc(-c3cc4ccccc4[nH]3)n[nH]2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,0.5
COc1ccc(-c2cn3nc(Cc4noc5ccccc45)sc3n2)cc1,11
Cn1c(N2CCCCC2)nc(-c2ccco2)c(C#N)c1=O,16
Nc1nc(COC(=O)C2(c3ccc(Cl)cc3)CC2)cs1,11
COc1cc(/C=C/C(=O)c2ccc(O)cc2)ccc1OCc1nnc(-c2ccc([N+](=O)[O-])cc2)o1,23
O=C1CCCC2=C1C(c1ccc(O)cc1)c1ccc3ccccc3c1N2,9
O=c1c(Cc2ccc(Cl)cc2Cl)nnc2scc(-c3ccc(Br)cc3)n12,29
COc1ccc(-c2nnc(S)n2NC(=O)CN(C(C)C)C(C)C)cc1,13.33
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)C(CN6CCN(c7ccccn7)CC6)SC5c5ccc(F)cc5)cc4)nc(N(C)C)n3)ccc12,26
Cc1nn(-c2ccccc2)c(Cl)c1/C=C/C1=Cc2c(sc(N3C(=O)[C@@H](Oc4ccc(Cl)cc4Cl)[C@H]3c3ccc([N+](=O)[O-])cc3)c2C#N)C(C)(C)C1,12.1
COc1ccc(C2C3CNc4c(cccc4[N+](=O)[O-])C3=NN2c2ccccc2)cc1OC,16
COc1ccc(C2CC(=NOC(=O)c3ccc([N+](=O)[O-])cc3)CC(c3ccc(OC)cc3)N2C)cc1,8
CCOC(=O)CSc1nc(NN)c2c(c1C#N)CCCC2,0
NNC(=O)c1cn(Cc2ccc(Cl)cc2Cl)c2c(C(F)(F)F)cccc2c1=O,8
O=C1c2ccccc2C(=O)N1CC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,18
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NS(=O)(=O)c3ccc(/N=c4\sc(-c5ccc(Cl)cc5)cn4-c4ccccc4)cc3)C2SC1,6
Clc1ccc2c(c1)Sc1cccnc1N2CCCCN1c2ccc(Cl)cc2Sc2cccnc21,11
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C=O)CC3)cc21,15
N#CC1C(=N)N2C(NC(=O)C3C(c4ccccc4)CSC32)C(C#N)C1c1cccs1,11.3
CCOC(=O)c1c(O)c(O)cc(Br)c1OC,4
Cc1ccc(/C=C/S(=O)(=O)NC(=O)c2ccc(Cl)s2)cc1,12
NC(CCC(=O)n1c(-c2cc(F)cc(F)c2)nc2ccccc2c1=O)C(=O)O,14
Nc1nnc(Sc2nc3ccc(Cl)cc3c(=O)n2-c2ccc(Cl)cc2)s1,12
O=C(/C=C/c1ccccc1Br)c1ccc(Nc2cc(=O)oc3ccccc23)cc1,10
Cc1nn(-c2ccccc2)c2nc(N3NC(=O)C(C#N)C3c3ccc(Cl)cc3)nc(-c3ccc(Cl)cc3)c12,14
Cc1cccc(NC(=O)c2cn(CCO)c3c(cc(Cl)c4ncccc43)c2=O)c1,10
CC1NN(c2ccccc2)C(=O)C1C(c1coc2ccccc2c1=O)C1C(=O)N(c2ccccc2)NC1C,13.1
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)C(CN6CCN(c7ccccn7)CC6)SC5c5ccc(Cl)cc5Cl)cc4)nc(N(C)C)n3)ccc12,18
N#Cc1c(-c2ccccc2Br)cc(-c2ccc(Nc3cc(=O)oc4ccccc34)cc2)nc1N,19
Cc1ccc(-c2c(C#N)c(N)nc3c2CCC3)o1,17
Cc1ccc(-c2onc(-c3ccccc3)c2S(=O)(=O)NC(=O)c2ccc(Cl)s2)cc1,14
COc1ccc(-c2nn(CC(=O)N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)c(=N)s2)cc1OC,9
Sc1nnc(COC(Cn2nnnc2Cc2ccccc2)c2ccc(Cl)cc2)n1-c1ccccc1,14
CC1=NN(C(=O)c2[nH]nc(-c3ccc(Cl)cc3)c2N)C(=O)C1,20
S=c1[nH]nc(-c2cc3ccccc3[nH]2)[nH]1,3.5
O=C(O)C[C@@H]1NC[C@@H]2CCCN2C1=O,14
O=c1[nH]cnc2nc(-c3ccccc3)cc(-c3c(-c4ccccc4)[nH]c4ccccc34)c12,10
COc1cc(/C=C/C(=O)N2C(C)CCCC2C)cc2c1OCO2,11
Cc1cc(C)cc(-c2nnc(-c3ccccc3COc3ccc(Cl)cc3)o2)c1,11
COc1c(F)c(F)cc2c(=O)c(C(=O)NNC(=S)Nc3ccccc3C)cn(C3CC3)c12,20.1
O=C1NC2CCCCC2N(Cn2cnc3ccccc32)C1=O,35
CCOC(=O)c1sc(NC(=O)c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)nc1C,10
O=C(CSc1nnc(Cn2cnc3ccccc32)o1)Nc1nc2ccc(Br)cc2s1,23
Cc1ccc(-c2nc3sc(C)nn3c2-c2nc3ccc(Cl)cc3[nH]2)cc1,9
O=C1CCC(O)c2c(Oc3cccc4cccc(O)c34)cccc21,8
Cc1c(C(N)=O)sc2nc(C)n(NC(=S)NCc3ccccc3)c(=O)c12,12
COc1cc(-c2nc3sc4c(c3c(=O)n2C(=O)NO)CCCC4)cc(OC)c1OC,13
N#CSc1c(-c2ccccc2)nc2sc(Cc3noc4ccccc34)nn12,17
c1ccc(-c2nnc(-c3cn(-c4ccccc4)nc3-c3ccccc3)o2)cc1,13.6
COc1ccc(-[n+]2noc(O)c2CNc2nc3c([N+](=O)[O-])cccc3s2)cc1,18
CCOC(=O)CSc1c(C#N)c2c(c3nncn13)CCCC2,0
COc1ccc(-c2nnc(-c3sc4ncnc(N5CCCCC5)c4c3C)o2)cc1,12
COc1ccc2[nH]cc(Cc3nn4c(-c5ccoc5C)nnc4s3)c2c1,14.49
O=C(NOCc1ccccc1)c1cc(Br)cc(C(F)(F)F)c1,0
COc1ccc(-n2c(S)nnc2-c2csc(N(C(C)=O)C(C)=O)n2)cc1,8
COc1c(F)c(F)cc2c(=O)c(C(=O)NNC(=S)Nc3ccccc3)cn(C3CC3)c12,24.2
O=c1c2cc(I)ccc2nc(Cc2ccccc2Nc2ccccc2)n1NC1=NNC(c2ccc([N+](=O)[O-])cc2)C1,17
COc1cc(C(=O)/C=C/c2ccccc2)cc(OC)c1OC,0
COc1ccc(-c2nc3sc(-c4ccc(F)cc4)nn3c2-c2nc3ccc(Cl)cc3[nH]2)cc1,2
O=C1NC2CCCCC2N(C(=O)/C=C/c2ccccc2)C1=O,29
COc1ccc(/C=C(\C#N)c2ccccc2C#N)cc1,26
O=C(OCC(F)(F)F)[C@H]1C[C@H](C(=O)c2ccc(Cl)cc2)N2N=CC=C[C@@H]12,20
Cc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)s1,22
Cc1cccc(N2C(=O)CSC2c2cc3ccccc3nc2S)c1,18
C[C@H]1CC[C@@H](C(C)(C)O)C[C@@H]2C1=C[C@H](O)[C@@H]2C,20
Cc1nn(C(=O)COc2ccc(Cl)cc2Cl)c2c1nnc1cc(Cl)c(F)cc12,8.32
N#Cc1c(-c2ccco2)nc(=S)[nH]c1N1CCN(Cc2ccccc2)CC1,20
COC1(O)C(=O)c2ccccc2OC1(OC)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,14.67
O=C(CSc1nnc(Cn2cnc3ccccc32)o1)Nc1ccc(I)cc1,22
CC1=NN(c2ccc(-n3c(-c4ccccc4)nc4c(Br)cc(Br)cc4c3=O)cc2)C(=O)C1,12
Cc1nn(-c2ccccc2)c2c1C(c1ccccc1)C(C#N)=C(N)O2,9
Cc1ccc(-c2nn(-c3ccccc3)cc2C2CC(c3ccccc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,9.33
COc1cc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Nc2cccc(O)c2)ccc1O,3
CC1=C(C)C(c2ccc([N+](=O)[O-])cc2)C2C(=O)N3NNNC3NC2N1,19
COc1ccc(-c2nn(-c3ccccc3)cc2C2CC(c3ccc(SC)cc3)=NN2c2ccccc2)cc1,4
COc1ccc2nc(Nc3ncccc3C(=O)N3CCNC(Cl)C3Cl)sc2c1,7
CC1(C)CC(=O)C2=C(C1)Nc1nc3n(N)c(-c4ccccc4)cn3c(=O)c1C2c1ccc([N+](=O)[O-])cc1,23
Oc1ccc(O)cc1,3
Cc1c2c(cc3occc13)[C@@]1(C)CCCC(C)(C)[C@]1(O)[C@H](OC(=O)c1ccccc1)C2,12
O=C(NCc1ccccc1)Nc1c(-c2cccc(F)c2)nc2ccccc2c1O,20
Cc1cc[n+](CC(=O)c2ccc(O)c(O)c2)cn1,30
CC(=O)OC[C@H]1O[C@@H](Sc2nc(-c3cc4ccccc4[nH]3)n[nH]2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,3.25
CC(C)n1c(S)nnc1Sc1nnc(-c2ccccc2)n1-c1ccccc1,5
CCCCCCCC/C=C\CCCCCCCC(=O)N(C(=O)NC1CCCCC1)C1CCCCC1,17.2
O=C1CCc2ccc(O)c(c2)-c2cc(ccc2O)C[C@@H](O)C(O)[C@H]1O,10.67
CCCCCCCCn1cc(COc2nc(-c3ccccc3)nc3nc(C(F)(F)F)ccc23)nn1,0.7
COc1ccc(/C=C/C(=O)c2cc(Cl)c(Cl)[nH]2)cc1OC,17
Cc1ccc(OCc2ccccc2-c2nnc(Cc3cccnc3Cl)o2)cc1,11
Cc1nn(C(=O)c2ccc([N+](=O)[O-])cc2)c2c1nnc1cc(Cl)c(F)cc12,14.18
Brc1ccc(-c2nnc(NC34CC5CC(CC(C5)C3)C4)s2)cc1,10
COc1ccc2nc(Nc3ncccc3C(=O)N3CCN(CCO)CC3)sc2c1,5
O=c1oc2ccccc2cc1-c1csc(N2N=C(c3ccc(Cl)cc3)C[C@@]2(O)C(F)(F)F)n1,8.1
COc1c(C(=O)O)c(O)c(S(N)(=O)=O)c2occc12,14
COc1ccc(C2C(C#N)c3ccccc3C(=N)C2(C#N)C#N)cc1,26
COCCn1c(S)nnc1-c1cnc2c(C(F)(F)F)cccc2c1NC1CCCCC1,16
COC(=O)c1c(C)nc(C)c2c1C(=O)C=C(NC[C@H]1O[C@@H]3OC(C)(C)O[C@@H]3[C@H]3OC(C)(C)O[C@H]31)C2=O,0
CCCCCNc1nc2c(-c3cccc(F)c3)nc3ccccc3c2o1,14
Cc1ccc(C2NC(=O)C3CNN(c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])C3N2)cc1,7.5
CSc1ccc(Cc2nnc3sc(-c4ccc(-c5ccc(Cl)cc5[N+](=O)[O-])o4)nn23)cc1,18
Cc1cc(=O)[nH]c(/C(=N/Nc2cccc(Cl)c2)C(=O)c2ccc(Cl)cc2)n1,0
CC(C)[C@H](NC(=O)c1cc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,24
COc1ccc(/C=N/NC(=O)c2cc(Cl)c[nH]2)cc1OC,16
CCCCCCCCO[C@@H]1C[C@H](O)[C@@H](O)[C@H](C)O1,9
O=C(/C=C/c1ccccc1O)C1C(=O)NC(=S)NC1=O,19
Clc1ccc(OCc2ccccc2-c2nnc(-c3cccc4ncccc34)o2)cc1,10
CCCCc1nc(Cl)c(-c2cc(-c3cc(OC)c(OC)c(OC)c3)nc3c2C(=O)c2ccccc2-3)n1Cc1ccccc1,7
N#C/C(=N\Nc1ccccc1Br)c1nnn[nH]1,3
O=C1CCSC(c2ccco2)N1CCCNc1ccnc2cc(Cl)ccc12,23.83
Nn1c(S)nnc1-c1ccccc1O,16
Cc1ccc(C2=CC(c3c(-c4ccccc4)[nH]c4ccc(C)cc34)c3c(nc[nH]c3=O)O2)cc1,8
Fc1cc(-c2nc3scc(-c4ccc(Br)cc4)n3n2)c(Cl)cc1Cl,29
Cn1cc(CCCNC(=O)CCc2c[nH]c3ccc(Cl)cc23)c2cc(OC(F)(F)F)ccc21,16
CSc1ccc(-c2csc(N/N=C/c3cc(Cl)cc(Cl)c3Cl)n2)cc1,16
CCOC(=O)c1nc(N)sc1Sc1nc2ccc(C)cc2c(=O)n1-c1ccccc1,12
O=S(=O)(c1ccccc1)C1C(c2ccc(Cl)cc2)=NOC1c1ccc(C2ON=C(c3ccc(Cl)cc3)C2S(=O)(=O)c2ccccc2)cc1,12
O=c1[nH]c2ccccc2nc1N/N=C1\CCCCC1Br,0
COc1ccc2c(c1)CCC1=C2N=c2s/c(=C\c3c[nH]c4ccc(C)cc34)c(=O)n2C1c1cccc([N+](=O)[O-])c1,8
ClC1=C(Cn2cc(-c3ccccc3)nn2)CCOc2ccccc21,13
Ic1cccc(-c2nn3c(-c4cccc(-c5nnc6sc(-c7cccc(I)c7)nn56)n4)nnc3s2)c1,15
NC(=S)N/N=C\c1cn(-c2ccccc2)nc1-c1cccs1,15
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c[nH]nc1-c1ccc(Cl)cc1Cl,12
COC(=O)[C@H](CCCNC(=N)N[N+](=O)[O-])NC(=O)c1cc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)ccc1O,19
CCCN(CCC)CC(=O)Nn1c(S)nnc1-c1ccc(OC)cc1,14.13
Cc1ccc2nc(Sc3nnc(N)s3)n(Cc3ccccc3)c(=O)c2c1,8
COc1ccc(C2SCC(=O)N2c2ccc(Nc3nc(Oc4ccc5c(C)cc(=O)oc5c4)nc(N(C)C)n3)cc2)cc1,15
O=C1C(Cl)C(c2cc3ccccc3nc2Cl)N1c1ccc(F)cc1,22
COc1ccc2cc(C(C)C(=O)NCc3n[nH]c(=S)[nH]3)ccc2c1,16.8
CC(=O)O[C@H]1CO[C@@H](Sc2nnc3sc(-c4ccc(Cl)cc4)nn23)[C@H](OC(C)=O)[C@H]1OC(C)=O,1
O=C(NC(CS)C(=O)N(C(=O)NC1CCCCC1)C1CCCCC1)/C(=C\c1ccccc1)NC(=O)c1ccccc1,20.6
Cn1c(=O)cc(Oc2nc(NCc3ccccc3)nc(Nc3ccc(C#N)cc3)n2)c2ccccc21,7
O=C1NN=C2C=C(c3cccs3)CC(c3cccc([N+](=O)[O-])c3)C12,10
CC(=N\NC(=O)c1oc2ccccc2c1C)/C(=N/Nc1ccc([N+](=O)[O-])cc1)N1CCCCC1,7
Cn1c(C23CC4CC(CC(C4)C2)C3)nn(CNc2ccc(Br)cc2)c1=S,10
O=C(NCc1ccccc1)Nc1c(-c2ccc(F)cc2)nc2ccccc2c1O,10
O=C1NC(c2cccc([N+](=O)[O-])c2)NC2C1CNN2c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],9
Fc1ccc(-c2nc3ccccc3c3oc(NCc4ccccc4)nc23)cc1,24
Cn1c(=O)c2c(n(C)c1=O)n1c(-c3ccccc3)nnc1n2C,17
S=c1n(CNc2ccc(Br)cc2)nc(C23CC4CC(CC(C4)C2)C3)n1-c1ccc(Cl)cc1,10
S=c1n(CNCCN2CCOCC2)nc(-c2ccncc2)n1-c1ccccc1,14
COc1ccc(C2=NOC(CCl)CC2)cc1,29.5
COc1ccc(Nc2ccc3c(C(=O)O)cc(-c4ccccc4)nc3c2)cc1,8
O=Nc1c(-c2ccc(Cl)cc2)nc2sc(Cc3noc4ccccc34)nn12,15
Cc1cc(=O)oc2cc(OCc3cn(CCCN4C(=O)c5ccccc5C4=O)nn3)ccc12,13.1
O=C(Nc1ccccc1)c1cn(CCO)c2c(cc(Cl)c3ncccc32)c1=O,9
O=c1c(/C=N/c2nnc[nH]2)coc2ccccc12,20
Cc1nn2c(-c3nc4ccc([N+](=O)[O-])cc4[nH]3)c(-c3ccc(Cl)cc3)nc2s1,8
COc1ccc(C2=Cc3[nH]nc(O)c3C(c3ccc(OC)c(OC)c3)C2)cc1,0
CC(C)c1ccc(/C=C(/NC(=O)c2ccccc2)C(=O)NCC(=O)N(C(=O)NC2CCCCC2)C2CCCCC2)cc1,17.3
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1Cn1cnc2ccccc21,14
CSc1nc2c(c(=O)[nH]1)C(c1ccc([N+](=O)[O-])cc1)C1=C(CC(C)(C)CC1=O)N2,14
S=C1NNC(c2cccnc2)N1/N=C\c1ccccc1OCCCCOc1ccccc1/C=N\N1C(=S)NNC1c1cccnc1,1
O=[N+]([O-])c1ccc2[nH]cc(C(c3cn(-c4ccccc4)nc3-c3ccccc3)c3c[nH]c4ccc([N+](=O)[O-])cc34)c2c1,13
COCCn1c(S)nnc1-c1cnc2c(C(F)(F)F)cccc2c1N1CCOCC1,16
Cc1c(C(N)=O)sc2ncn(-c3ccccn3)c(=O)c12,12
COc1ccc2nc(C)cc(-n3cc(CN4CCN(c5ccc(F)cc5)CC4)nn3)c2c1,10
CSc1ccc(Cc2nnc3sc(-c4ccc(-c5ccc(Br)cc5)o4)nn23)cc1,11
Cc1c(CNC(=O)CCc2c[nH]c3ccc(Cl)cc23)c2cc(OC(F)(F)F)ccc2n1C,16
Cc1[nH]c2ccccc2c1C(=O)C1=C(N)Oc2ccc3ccccc3c2C1c1ccc(Cl)cc1Cl,15
O/N=C(\Cc1ccc[nH]1)c1cn(-c2ccccc2)nn1,0
Cc1ccc(C2=CC(c3c(-c4ccccc4)[nH]c4ccc(Cl)cc34)c3c(nc4oc(=O)c(C#N)c(N)c4c3N)O2)cc1,2
COC(=O)CCCn1nc(-c2cccc(-c3cc(F)ccc3OC)c2)oc1=O,14
COc1ccc(Cc2nnc3n2NC(c2ccc([N+](=O)[O-])o2)S3)cc1OC,13.13
CN(C)c1ccc(C(CC(=O)c2cc3ccccc3oc2=O)Nc2ccc(C(=O)O)cc2)cc1,3
O=c1cc(COc2cccc(O)c2)c2ccc3ccccc3c2o1,19
Fc1cccc(-c2nc3ccccc3n2Cc2cn(-c3ccc(F)cc3F)nn2)c1,34
O=C(/C=C/c1ccc(Cl)cc1)c1cc(Cl)c[nH]1,16
O=C(C[n+]1ccc(O)nc1)c1ccc(O)c(O)c1,36
O=C(N/N=C/c1ccc2ccccc2c1)c1ccc(-n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)cc1,13
CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1N,23
O=[N+]([O-])c1cccc(C2ONC3=C2C(c2ccccc2)N(Cc2ccccc2)C2CCCCC32)c1,5
O=C(/C=C/c1ccccc1)Nc1ncc(-c2ccccc2)[nH]1,17
O=[N+]([O-])c1ccc(/C=N/Nc2cc(N/N=C/c3ccc([N+](=O)[O-])cc3)[nH]n2)cc1,8
COc1ccc2nc(C)cc(-n3cc(CN4CCN(C5CCCCC5)CC4)nn3)c2c1,10
Cc1ccccc1OCc1ccccc1-c1nc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cs1,18
Cc1occc1-c1nnc2n1NC(c1ccc[nH]1)S2,14.67
Clc1ccc(C2=NN(c3ccccc3)C(c3ccc(Cl)cc3)C2)cc1,21
CN(C)c1ccc(/C=N/NC(=O)c2cc(Cl)c(Cl)[nH]2)cc1,15
Cc1ccc(-n2nnc(C3=NN(C(=S)Nc4ccccc4)C(c4ccccc4)C3)c2C)cc1,24
COc1ccc(C2=NN(c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)C(c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C2)cc1OC,16
Cc1ccc2[nH]c(-c3ccccc3)c(C3C=C(c4ccccc4)OC(N)=C3C#N)c2c1,6
Cc1ccc2c(c1)/C(=N/Nc1nc3ccccc3[nH]c1=O)C(=O)N2,0
O=C(c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1)N1NC(S)SC1c1ccc(Cl)cc1,24
COc1ccc(C(=O)ON=C2CC(c3ccc(O)c(OC)c3)N(C)C(c3ccc(O)c(OC)c3)C2)cc1,4
Cc1ccc(-c2cc(-c3c(-c4ccccc4)[nH]c4ccc(C)cc34)c3c(N)[nH]nc3n2)cc1,6
Clc1ccc(/C=N/Nc2cc(N/N=C/c3ccc(Cl)cc3)on2)cc1,6
COC(=O)[C@H]1[C@H](C(=O)OC)[C@H](C(=O)c2ccc(C)cc2)N2N=CC=C[C@@H]12,17
CCN1CCN(c2nc(Oc3cccc4cccnc34)nc(Sc3nnc(-c4cc5ccccc5oc4=O)o3)n2)CC1,18
Cc1ccc2nc(Sc3sc(N)nc3C)n(-c3ccc(Oc4ccccc4)cc3)c(=O)c2c1,8
