SMILES,IZ
O=C(CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)N/N=C/c1ccco1,30
CN(C)c1ccc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Cn2c3ccccc3c3nc4ccccc4nc32)cc1,11
Cc1ccc(-c2c(S(=O)(=O)NC(=O)c3ccc(Cl)s3)c(-c3ccccc3)nn2-c2ccccc2)cc1,13
COc1cccc(/C=C/C(=O)c2cc(C(=O)/C=C/c3cccc(OC)c3)c(OC)cc2OC)c1,5
O=C(O)CNC(=O)c1ccc(NC(=S)Nc2cccc(Br)c2)cc1,22
COc1ccc(/C=N/N=c2\scc(C3=CC(=O)C=CC3=O)n2-c2ccccc2)cc1,15
O=C1c2ccccc2C(=O)c2cc(NC(=O)c3c(Nc4ccccc4)nn4c5c(cnc34)CCc3ccccc3-5)ccc21,20
Cc1ccc(-[n+]2noc(O)c2CN2CCN(c3ccccc3)CC2)cc1,20
Cc1cccc(NC(=S)NC(=O)c2cn(CCO)c3c(cc(O)c4ncccc43)c2=O)c1,9
COc1ccccc1NC(=O)Nc1c(-c2ccc(F)cc2)nc2ccccc2c1O,16
CCOC(=O)c1ccc(-n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)cc1,12
CCOC(=O)C1C2NC(=N)C3CCCCC3C2NN1c1ccc([N+](=O)[O-])cc1,16
Fc1ccc(-c2nc3sc(-c4ccc(Cl)cc4)nn3c2-c2nc3ccccc3[nH]2)cc1,8
CSc1ccc(Cc2nnc3sc(-c4ccc(-c5ccccc5C(F)(F)F)o4)nn23)cc1,18
COc1cc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Nc2ccccc2)ccc1O,2
Fc1cccc(-c2nc3ccccc3n2Cc2cn(-c3ccc(F)c(F)c3)nn2)c1,31
COc1ccc2cc(C(C)C(=O)Nc3ccc(C(=O)O)cc3)ccc2c1,15.9
Cc1ccc(C2=NOC(C#N)CC2)cc1,12.66
CCOC(=O)CSc1nc2sc(C(N)=O)c(C)c2c(=O)n1-c1ccccc1,12
CCOC(=O)c1sc(NC(=O)NC2CCCCC2)nc1C,13
COc1ccc(C2=NN(c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)C(c3ccc(-c4ccc(Cl)cc4)o3)C2)cc1OC,16
COc1ccc(C2Nn3c(nnc3-c3cc(OC)ccc3Br)S2)cc1,11
CCOc1c(/C=N\NC(=O)c2ccncc2)cccc1CN1CCCCC1,20
CN(C)c1nc(Nc2ccc(C#N)cc2)nc(Oc2cc(=O)n(C)c3ccccc23)n1,8
CCOCNC1=CC(=O)c2ccccc2C1=O,14
Cc1ccc(C2C3CNc4c(cccc4[N+](=O)[O-])C3=NN2c2ccccc2)cc1,8
COc1ccc(-c2nn(-c3ccccc3)cc2C(c2c[nH]c3ccc(Br)cc23)c2c[nH]c3ccc(Br)cc23)cc1,14
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(F)c(Oc4ccc5c(c4)OCO5)c3)c(=O)n2C1c1ccc(SC)cc1,10
Cc1nn(-c2ccccc2)c(Cl)c1/C=C/C1=Cc2c(sc(N3C(=O)[C@@H](Oc4ccc(Cl)cc4Cl)[C@H]3c3ccc(N(C)C)cc3)c2C#N)C(C)(C)C1,10
Cc1ccc(C2=CC(c3c(-c4ccccc4)[nH]c4ccc(Cl)cc34)c3c(nc[nH]c3=O)O2)cc1,8
CCOc1c(/C=N\NC(=O)c2ccncc2)cccc1CN1CCOCC1,22
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,15
O=c1c(Cc2ccc(Cl)cc2Cl)nnc2scc(-c3ccc([N+](=O)[O-])cc3)n12,27
CCC(=O)NNC(=O)c1ccc(-n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)cc1,12
Cc1cccc(-c2ccc(C(=O)Nc3scc(-c4ccccc4)c3C#N)c(=O)[nH]2)n1,4
CSc1ccc(OCc2nnc3sc(-c4ccccc4)nn23)cc1,16
CSc1ccc(/C=N/n2c(Cc3ccc(SC)cc3)nn(CN3CCN(C)CC3)c2=S)cc1,12
COc1cc(C2CC(=NOC(=O)c3ccc(F)cc3)CC(c3ccc(O)c(OC)c3)N2C)ccc1O,16
CCOP1(=O)Sc2nnc(C)c(=O)n2NC1c1ccc(Cl)cc1,20
CCOC(=O)C1C(c2ccc(OC)cc2)N(N=O)C(c2ccc(OC)cc2)C(C(=O)OCC)S1(=O)=O,18
Clc1cc(Cl)c(Cl)c(-c2nc(-c3ccc(-c4ccccc4)cc3)cs2)c1,11
COc1ccc2c(c1)CCC1=C2N=c2s/c(=C\c3c[nH]c4ccc(Br)cc34)c(=O)n2C1c1ccc(Cl)cc1,8
O=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)c1cc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)ccc1O,28
C/C(=N\NC(N)=S)c1[nH]c(-c2ccccc2)nc1C,4
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)c(=O)n2C1c1ccc(SC)cc1,13
FCCCCSc1nnc(-c2cccc(-c3ccccc3F)c2)o1,18
CCSCCSc1nc(-c2ccccc2)c(C#N)c(=O)[nH]1,14
COc1ccc(/C=N/N=c2\scc(C3=CC(=O)C=CC3=O)n2-c2ccccc2)cc1O,16
O=C(NCCn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc2c1=O)Nc1ccc(C(F)(F)F)cc1,18
O=C(c1cccnc1Nc1nc2cc(Cl)ccc2s1)N1CCN(CCO)CC1,3
CCSc1ccc(OCc2nnc3n2N=C(NC(=O)c2ccccc2O)CS3)cc1,16
N#C/C(=C\c1ccc(Cl)cc1)c1ccccc1C#N,20
Clc1c[nH]/c(=N/c2nc3ccccc3[nH]2)[nH]1,2
N#Cc1c(O)nc(SCc2ccc(Cl)cc2)nc1-c1ccccc1,12
COc1ccc(/C=N/N=c2\scc(C3=CC(=O)C=CC3=O)n2-c2ccc(C)cc2)cc1O,14
CCOC(=O)CNc1ncnc2c1cnn2C,13
COCCn1c(S)nnc1-c1cnc2c(C(F)(F)F)cccc2c1Cl,10
c1ccc(C2c3ccccc3N[C@H]3c4cccn4C[C@@H]23)cc1,24
CC(C)CC(C)NC(C)C(O)c1ccccc1,17
CCOP1(=O)Nc2nnc(C)c(=O)n2NC1C,29
O=C(NS(=O)(=O)c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccc([N+](=O)[O-])cc1)c1cccs1,24
Cc1occc1-c1nnc(S)n1N,12.78
Clc1ccc(-c2c[nH]c(Nc3cc(-c4ccc(Cl)cc4)n(-c4nc(-c5ccc(Cl)cc5)cs4)n3)n2)cc1,23
O=c1oc2ccccc2cc1-c1nnc(Sc2nc(Oc3cccc4cccnc34)nc(N3CCOCC3)n2)o1,16
Cc1cc(C)cc(-c2nn3c(-c4cc(Cl)cc(Cl)c4Cl)nnc3s2)c1,16
Cc1ccccc1OCc1ccccc1-c1nnc(SCc2ccc(Cl)cc2Cl)o1,16
O[C@H]1C=CC2(Oc3cccc4cccc(c34)O2)[C@@H]2[C@H](O)[C@@H](O)C[C@H](O)[C@@H]12,8
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)C1C(=O)NC(=S)NC1=O,20
O=C(Cn1c2ccccc2c2nc3ccccc3nc21)N1N=C(c2cc3ccccc3o2)CC1c1ccco1,8
Cc1cc(C)n2nc(N3CCCCC3)c(C#N)c2n1,6
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,31.11
Clc1cc(Cl)c(Cl)c(-c2nnc3n2N=C(c2ccccc2)CS3)c1,16
COc1cc(C2CC(c3ccc(C)cc3)=Cc3[nH]nc(O)c32)cc(OC)c1OC,0
COc1ccc(-c2cn3nc(-c4ccc(N5CCN(C)CC5)c([N+](=O)[O-])c4)sc3n2)cc1,5
Sc1nnc(COC(Cn2nnnc2Cc2ccccc2)c2ccc(Cl)cc2)o1,14
Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cn(-c4ccccc4)nc3-c3ccccc3)C2)cc1,11.66
N#Cc1c(-c2ccco2)nc(SCC(O)CN2CCOCC2)nc1N1CCOCC1,18
O=c1c2cc(I)ccc2nc(Cc2ccccc2Nc2ccccc2)n1NC1=NNC(c2ccccc2[N+](=O)[O-])C1,15
CCCCS[S+](C)[O-],0
Cn1c(N2NC3OC(=O)CC(=O)C3C2=O)nc(-c2ccco2)c(C#N)c1=O,16
N#Cc1c(-c2ccccc2)nc(SCC2CO2)[nH]c1=O,16
COc1ccc(C2C(C#N)C(=N)N3C(NC(=O)C4C(c5ccc(Cl)cc5)CSC43)C2C#N)cc1,13.1
N#Cc1ccc(-c2ccc(-c3cccs3)s2)cc1,12
COc1ccc(-c2nnc3n(C)c4c(=O)n(C)c(=O)n(C)c4n23)cc1,21
NCC(O)CNS(=O)(=O)c1ccccc1,0
O=C1C(Cl)C(c2ccccc2O)N1c1ccc(-n2c(Cc3ccccc3Nc3c(Cl)cccc3Cl)nc3ccc(Br)cc3c2=O)cc1,6
COc1ccc(/C=N/n2c(Cc3ccc(SC)cc3)nn(CN3CCOCC3)c2=S)cc1,12
CCOC(=O)C1C(c2cccc(Cl)c2)N(N=O)C(c2cccc(Cl)c2)C(C(=O)OCC)S1(=O)=O,10
COc1ccc(-[n+]2noc(O)c2CNc2nc3ccc(Cl)cc3s2)cc1,13
Cc1ccc(NS(=O)(=O)Cc2nnc(CS(=O)(=O)c3c[nH]nc3S(=O)(=O)c3ccc(C)cc3)n2N)cc1,14
Cc1ccc(C2=CC(c3c(-c4ccccc4)[nH]c4ccccc34)c3c(nc(=O)[nH]c3N)O2)cc1,5
CCOC(=O)c1cn(CC2CC(=O)N2OS(=O)(=O)c2ccc(C)cc2)nn1,0
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,38
CCNC(=O)N1CCN(C(=O)c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)CC1,10
Cn1c(Br)c(Br)[n+](CC(=O)c2ccccc2)c1-c1ccccc1,8
COc1ccc(-c2nc(COc3cc(=O)oc4ccccc34)n[nH]2)cc1,10
C(=N/c1n[nH]c(/N=C/c2ccc[nH]2)n1)\c1ccc[nH]1,14
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(O)cc3)c(=O)n2C1c1ccc(SC)cc1,15
N#Cc1c(-c2ccc([N+](=O)[O-])cc2)nc(SCC2CO2)[nH]c1=O,17
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,4
Clc1ccc(OCc2ccccc2-c2nc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cs2)cc1,26
N#CSc1c(-c2ccc(Br)cc2)nc2sc(Cc3noc4ccccc34)nn12,18
Fc1ccc(C2=NN(c3ccccc3)C(c3ccc(F)cc3)C2)cc1,20
COc1ccc(-c2nc(NN)n(C)c(=O)c2C#N)cc1,7.21
Cc1cc(C)n(-c2ccc(-n3c(-c4ccccc4)nc4c(Br)cc(Br)cc4c3=O)cc2)n1,12
CC1CCCC/C1=N\Nc1nc2ccccc2[nH]c1=O,0
Fc1ccc(-n2cc(Cn3c(-c4cccc(F)c4)nc4ccccc43)nn2)cc1,19
COc1ccc(C2NC(=O)C3CNN(c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])C3N2)cc1,12.5
N#CCSc1nc(NN)c2c(c1C#N)CCCC2,0
CCOC(=O)[C@H]1[C@H](C(F)(F)F)[C@@H]2C=CC=NN2[C@H]1C(=O)c1ccc(C)cc1,21
COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2ccccc2)ccc1O,14
CC(C)(C)n1ncc2c(NCCc3c(Cl)cccc3Cl)ncnc21,0
Clc1ccc(-c2cn3nc(Cc4noc5ccccc45)sc3n2)cc1,12
CC(C)(C)OC(=O)N1CCN(c2ccc(N3C[C@H](COC(=O)NO)OC3=O)cc2F)CC1,0
Oc1ccc2ccccc2c1/C=N/c1n[nH]c(/N=C/c2c(O)ccc3ccccc23)n1,11
COc1cc2c(cc1OC)C(N1CCC(n3c(=O)n(Cc4ccc(Cl)cc4)c4cc(Cl)ccc43)CC1)CC2,9
Cc1c(-n2c(Cc3ccc(Cl)cc3)nn(CC(=O)NNC(=S)NCc3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,10
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)CSC5c5ccc(Cl)cc5Cl)cc4)nc(N(C)C)n3)ccc12,16
O=C1C=CC(=O)N1CC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,17
Cc1nn(-c2ccccc2)c2c1/C(=N/c1ccccn1)CO2,15
Nc1c(C(=O)Nc2nc3ccccc3s2)cnc2nnnn12,19
CCn1c(-c2ccccc2)c(C(c2cn(-c3ccccc3)nc2-c2ccc(Br)cc2)c2c(-c3ccccc3)n(CC)c3ccccc23)c2ccccc21,0
Fc1cc(-c2nnc(COc3ccccc3Cl)o2)c(Cl)cc1Cl,15
CCCCCCNC(=S)Nc1ccc(C(=O)NCC(=O)O)cc1,0
O=c1c(Cc2ccc(Cl)cc2)nnc2scc(-c3ccc(Br)cc3)n12,14
O=C1NC(=S)/C(=C/c2cccc(Cl)c2)S1,7
N#Cc1c(-c2ccco2)nc(=S)[nH]c1Cl,18
COC[C@H](/N=[N+]([O-])/C=C/CCCCC(C)=O)[C@H](C)O,0
O=c1[nH]c(=O)c2cc3ccccc3nc2[nH]1,14
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,31
CCS(=O)(=O)c1nnc(-c2cc(C)nc3ccccc23)o1,16
COc1cc(/C=C/C(=O)c2ccccc2)ccc1OCc1nnc(-c2ccccc2O)o1,27
Cc1ccc2[nH]c(-c3ccccc3)c(C3C=C(c4ccc(Cl)cc4)Oc4nc5oc(=O)c(C#N)c(N)c5c(N)c43)c2c1,10
CCSc1nnc(NC(=O)c2ccnc3ccccc23)s1,14
O=C1CSC(c2cc3ccccc3nc2S)N1c1ccccc1[N+](=O)[O-],23
COc1cc(C2CC(=NO)CC(c3ccc(O)c(OC)c3)N2C)ccc1O,1
CCCCCCCCCCCCCCCCCc1nn2c(-c3ccccc3)nnc2s1,1.9
Cc1nn(-c2ccccc2)c2c1C(c1ccc(O)cc1)C(C#N)=C(N)O2,15
O=c1c2ccccc2nc(-c2ccccc2)n1Nc1nc(-c2ccccc2)nc2ccccc12,10
O=C(CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)N/N=C/c1ccccc1F,29
Cc1cc(/N=C2\C(=O)Nc3ccc([N+](=O)[O-])cc32)ccc1N1C(=O)c2ccc(Cl)cc2C1=O,18
CN(C)/C=C(\C#N)C(=O)Nc1scc(-c2ccc(Cl)cc2)c1C#N,4
CSc1ccc(-c2csc(-c3cc(Cl)cc(Cl)c3Cl)n2)cc1,16
O=C(C[n+]1ccccn1)c1ccc(O)c(O)c1,20
Cc1nn(-c2ccccc2)c2nc3c(nc12)/C(=N/N)c1ccccc1-3,0
Cc1ccccc1N/N=C(\C#N)c1nnn[nH]1,5
COc1cc(C2CC(=NOC(=O)c3ccc(Cl)cc3)CC(c3ccc(O)c(OC)c3)N2C)ccc1O,15
COc1c(C(=O)O)c(O)c(NS(=O)(=O)c2ccc(Cl)cc2)c2occc12,8
NC(=S)NNc1ccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,20.2
CC1NN(c2ccccc2)C(=O)C1C(=O)CN1CCOCC1,20
O=C(c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1)N1NC(S)SC1c1ccccc1,24
CCCCCCCCCCCOCCc1sc[n+](C)c1C,12
Cc1ccc(-c2c(S(=O)(=O)NC(=O)c3cccs3)c(-c3ccccc3)nn2-c2ccccc2)cc1,11
Clc1cc(Cl)c(Cl)c(-c2nc(CN3CCCCC3)cs2)c1,11
Cc1cc(C)n(CC(=O)c2ccc3ccccc3c2)n1,14
O=[N+]([O-])c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2[N+](=O)[O-])cc1,18
CC(C)(C)C(=O)Nc1nnc(-c2ccc(Nc3ccc(F)cc3)c([N+](=O)[O-])c2)s1,6
CN1C(N2CCN(Cc3ccc([N+](=O)[O-])s3)CC2)=NS(=O)(=O)c2ccccc21,13
COc1ccc(-n2c(S)nnc2-c2csc(NC(=S)Nc3ccccc3)n2)c(OC)c1,8
CCC(C)[C@H](NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(-c2nc3cc(C)c(C)cc3[nH]2)cc1)C(=O)N[C@@H](C)C(=O)OC,20
Cc1nc2c(-c3ccc(Cl)cc3)[nH]nc2c(=O)[nH]1,15
O=C1NN=C(c2ccc(Cl)cc2)C1Oc1ccccc1,10
Cc1c2ccc(N)cc2nc2cc(-n3c(/C=C/c4ccccc4)nc4sc5c(c4c3=O)CCCC5)ccc12,21
Cc1cccc(Oc2nc(-c3ccc(NC(=S)Nc4ccc(Cl)cc4)cc3)nc3ccccc23)c1,26
CNc1nc(N/N=C/c2ccc(C=O)cc2)nc(N(C)C)n1,10
Cc1nn(CC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)c(=N)s1,15
NS(=O)(=O)c1ccc(N2N=C(c3ccc(Br)cc3)CC2c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,9.66
CC1=NC(=S)N(n2c(CCl)nc3ccccc3c2=O)C(=O)C1/N=N/c1ccc(O)cc1,10
O=C1CC[C@@H](O)[C@@H]2[C@@H]1[C@@H](O)C=CC21Oc2cccc3cccc(c23)O1,8
N#Cc1c(Nc2ccccc2C(F)(F)F)nc(SCc2ccc(Cl)cc2)nc1-c1ccccc1,10
O=C1C(Cl)C(c2cc3ccccc3nc2S)N1c1ccccc1[N+](=O)[O-],24
CC(=O)Oc1cc(OC(C)=O)c2ccc(=O)oc2c1,7
COc1ccc(/C=N/Nc2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)cc1O,15
COc1cc(-c2nc(COc3cc(=O)oc4ccccc34)n[nH]2)ccc1O,10
CC(C)(O)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2=O,7
O=[N+]([O-])c1ccc(-n2cc(-c3nnc(-c4ccccc4)o3)c(-c3ccc(F)cc3)n2)cc1,16.6
CC(=O)Nc1ccc(Br)cc1Sc1ncccc1[N+](=O)[O-],14
CN(C)c1ccc(C2CC(Nn3c(Cc4ccccc4Nc4ccccc4)nc4ccc(I)cc4c3=O)=NN2)cc1,7
COc1ccc(NC(=O)C2=C3c4ccccc4S(=O)(=O)N3CC2)cc1,14
CCCCCCCC/[N+]([O-])=N/[C@@H](COC)[C@H](C)O,0
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(/N=C/c5ccc(Cl)cc5Cl)cc4)nc(N(C)C)n3)ccc12,12
CC1(C)Cc2c(Br)c(Br)c(Br)c(O)c2O1,22
Cc1ccc2nc(Sc3nnc(N)s3)n(-c3ccccc3)c(=O)c2c1,8
CC1=NN(c2ccc(Cl)c(Cl)c2)C(=O)C1/N=N/c1[nH]nc2nc3cc4ccccc4cc3cc12,21
O=c1[nH]c(=S)[nH]c2nc3ccc(Br)cc3cc12,12
CN(C)CN1C(=O)N(c2ccccc2)C(=O)C1(c1ccccc1)c1ccccc1,14
COc1ccc(NC(=O)c2cn(CCO)c3c(cc(Cl)c4ncccc43)c2=O)cc1,6
c1ccc(Cc2nc3ccccc3n3cnnc23)cc1,14
N#Cc1c(-c2ccccc2)nc(SCC(=O)Nc2ccc(Cl)cc2)[nH]c1=O,22
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccccc4)nc(N4CCN(c5ncccn5)CC4)n3)ccc12,23
CCOC(=O)COc1nc(C)nc2c(-c3ccc(Cl)cc3)[nH]nc12,10
COc1ccc(C2C(C#N)=C(N)OC3=C2CNc2c3cccc2[N+](=O)[O-])c(OC)c1,13
CC(O)(Cc1cn(CC(=O)c2ccccc2)nn1)c1ccc(S(=O)(=O)c2ccccc2)cc1,19
O=C1C(Cl)C(c2cc3ccccc3nc2S)N1c1ccc(Cl)cc1,24
O=C(NNC(=S)NC12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,10
CCOc1ccc(-n2c(S)nnc2CSc2nnc(-c3ccccc3)n2-c2ccccc2)cc1,5
Nn1c(SCC(=O)Nc2ccc(F)cc2)nnc1-c1cc(F)c(Cl)cc1Cl,30
COc1cc(-c2nnc(-c3ccccc3COc3ccc(C)cc3)o2)cc(OC)c1OC,16
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1Cn1nnc2ccccc21,14
COc1ccc(C2CC(=NOC(=O)c3cc(O)c(O)c(O)c3)CC(c3ccc(OC)cc3)N2C)cc1,4
O=c1oc2ccccc2cc1-c1nnc(Sc2nc(Oc3cccc4cccnc34)nc(N3CCN(c4cccc(Cl)c4)CC3)n2)o1,14
COc1cc(/C=C/C(=O)N2CCCC(O)C2)cc2c1OCO2,12
O=C(O)c1cc(-c2ccccc2)nc2cc(Nc3nccs3)ccc12,15
OC(/C=C/c1ccco1)(c1ccccc1)C(O)(/C=C/c1ccco1)c1ccccc1,5
CCC1[C@H]2c3c(n(C)c4ccccc4c3=O)OC(c3ccccc3)[C@@H]2CN1OS(=O)(=O)c1ccc(C)cc1,23
O=c1c2c3c(sc2nc2sc(-c4ccc([N+](=O)[O-])cc4)nn12)CCCC3,9
CCOC(=O)c1c(C(F)(F)F)c2cccnn2c1C(=O)c1ccc(C)cc1,19
Cc1cc(Cl)ccc1OCc1nnc(-c2cc(F)c(Cl)cc2Cl)o1,29
CC(=O)Nc1cccc(OCc2cc(=O)oc3ccc4ccccc4c23)c1,18
CCCCCCCCO[C@@H]1C[C@@H](O)[C@H](O)[C@@H](CO)O1,6.4
Cc1ccc(S(=O)(=O)ON2C(=O)CC2Cn2cc(CNC(=O)c3cc(C(F)(F)F)ccc3Cl)nn2)cc1,0
CCSc1ccc(OCc2nnc3sc(-c4ccc(OC)cc4)nn23)cc1,10
C=C(C(=O)OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O)[C@@H](O)CO,3
COC1=C(Br)[C@H](O)[C@](O)(CC#N)C=C1Br,11
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(Cl)cc3Cl)c(=O)n2C1c1ccc(SC)cc1,13
Cc1ccccc1NC(=S)NC(=O)c1cn(CCO)c2c(cc(Cl)c3ncccc32)c1=O,4
C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CC(C1=CCOC1=O)S(=O)(=O)O,4
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccc(N5C(=O)C(CN6CCN(c7ccccn7)CC6)SC5c5ccc(Cl)c(Cl)c5)cc4)nc(N(C)C)n3)ccc12,21
Clc1ccc(OCc2ccccc2-c2nnc(-c3ccccc3)o2)cc1,10
CCCCc1nc(Cl)c(-c2cc(-c3ccc([N+](=O)[O-])cc3)nc3c2C(=O)c2ccccc2-3)n1Cc1ccccc1,10
N#Cc1cc([N+](=O)[O-])ccc1NS(=O)(=O)c1ccc(NC(=O)c2cn(CCO)c3c(cc(O)c4ncccc43)c2=O)cc1,8
O=C(NCC(=O)N(C(=O)NC1CCCCC1)C1CCCCC1)/C(=C\c1ccc(F)cc1)NC(=O)c1ccccc1,17.6
O=c1n(CO)nnn1-c1ccccc1,24
N#Cc1c(-c2ccco2)nc(SCC(O)CN2CCOCC2)[nH]c1=O,16
O=C(N/N=C/c1ccccc1O)c1cc(Cl)c(Cl)[nH]1,18
COc1ccc(F)cc1-c1cccc(-c2nn(CCOS(=O)(=O)c3ccc(Cl)c(Cl)c3)c(=O)o2)c1,15
Cc1cccc(N/N=C(\C(=O)c2ccc(Cl)cc2)c2nc(C)cc(=O)[nH]2)c1,0
N#Cc1c2c(c(N3NC(=O)CC3N)[nH]c1=S)CCCC2,0
O/N=C(\c1cn(-c2ccccc2)nn1)c1ccc(C/C(=N\O)c2cn(-c3ccccc3)nn2)[nH]1,0
N#Cc1ccc(Nc2nc(Oc3ccnc4ccccc34)nc(N3CCN(c4ccc(F)cc4)CC3)n2)cc1C(F)(F)F,23
COc1ccccc1C(=O)n1cc(C)n(-c2ccc(Cl)cc2)c1=S,13
Cc1nn(C(=O)Cc2ccccc2)c2c1nnc1cc(Cl)c(F)cc12,12.25
Cc1ccc(N/N=C2\CCCc3ccccc3C2=O)cc1,0
N#C/C(=C\c1ccc(O)cc1)c1nc2cc(Cl)ccc2o1,10
Cc1cc(Cl)nc(SCc2nc3ccccc3[nH]2)n1,12
CCOc1c(/C=N\NC(=O)c2ccncc2)cccc1CN(CC)CC,16
CC(C)(C)OC(=O)N1CCN(c2ccc(N3C[C@H](COC(=O)N[C@H]4C=C[C@@H](O)CC4)OC3=O)cc2F)CC1,12
C(=N\Nc1nc(-c2cc3ccccc3o2)cs1)\c1cn(-c2ccccc2)nc1-c1cccs1,14
O=c1oc2ccc(Cl)cc2c2c1Nc1ccccc1N2,5
O=C1CSC(c2cc3ccccc3nc2S)N1c1ccc([N+](=O)[O-])cc1,24
Cc1cc(C)n(-c2nc(SCC#N)c(C#N)c3c2CCCC3)n1,0
CC(=O)N1N=C(c2ccc(Nc3cc(=O)oc4ccccc34)cc2)CC1c1ccc(Cl)cc1Cl,20
COc1ccc(C2CC(c3ccc(OC)c(OC)c3)=Cc3[nH]nc(O)c32)cc1,0
COc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1,14
Cc1ccc(OCc2ccccc2-c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)cc1,12
Cc1ccccc1Nc1ccc(Nc2c(Cl)c(F)c(C#N)c(F)c2C#N)c2nc[nH]c(=O)c12,9.5
O=c1cc(Oc2nc(Nc3ccccc3)nc(N3CCN(c4ncccn4)CC3)n2)c2ccccc2o1,20
C[C@@H](C1CC[C@H]2C3CC[C@@H]4C[C@@H](N(C)C(=O)/C=C/c5ccccc5)CC[C@]4(C)C3CC[C@]12C)N(C)C,6
CN1CCN(c2nc(Oc3cccc4cccnc34)nc(Sc3nnc(-c4cc5ccccc5oc4=O)o3)n2)CC1,19
COc1ccc(-[n+]2noc(O)c2CNc2nc3ccc(C)cc3s2)cc1,10
O=C1C(Cl)C2(C(=O)Nc3ccccc32)N1c1ccccc1,18
COc1cc2c(c3oc(=O)ccc13)C=CC(C)(C)O2,11
O=C1O[C@@H](COC(=O)N2OC3C=CC2C3)CN1c1ccc(N2CCOCC2)c(F)c1,0
Cc1occc1-c1nnc2sc(-c3cc(O)nc(O)c3)nn12,14.23
Cc1ccc(NC(=S)Nc2ccc(-c3nc(Oc4cccc(C)c4)c4ccccc4n3)cc2)cc1,23
CC(=O)Oc1cc2oc(=O)ccc2c2c1C=CC(C)(C)O2,7
O=C1C(Cl)C2(C(=O)Nc3c(Br)cc(Br)cc32)N1c1ccccc1,26
N#Cc1ccc(Nc2nc(Oc3ncnc4ccccc34)nc(N3CCN(c4ccccn4)CC3)n2)cc1C(F)(F)F,21
O=C(CC(Sc1ccccc1)c1ccco1)c1ccc(Br)cc1,15
COc1ccc(OC2C(=O)NN=C2C)cc1,10
N#Cc1ccc(Nc2nc(Oc3ccnc4ccccc34)nc(N3CCN(c4ccccc4F)CC3)n2)cc1C(F)(F)F,22
